Superfamily,Group,Family,Subfamily,Protein,Members,UniProt,IDG_Dark,Aligned_Seq,Ortholog_Seq,weblogo_aln,barplot_ptm,weblogo_mut,barplot_mut,aligned_aln,aligned_full,aligned_kd,aligned_mut,aligned_ptm,ortholog_full,ortholog_kd
PK,AGC,NDR,NDR,,PKA;STK38;STK38L,,,813,813,PK_AGC_NDR_NDR.png,PK_AGC_NDR_NDR.png,PK_AGC_NDR_NDR.png,PK_AGC_NDR_NDR.png,PK_AGC_NDR_NDR.aln,PK_AGC_NDR_NDR.fasta,PK_AGC_NDR_NDR.fasta,PK_AGC_NDR_NDR.txt,PK_AGC_NDR_NDR.txt,PK_AGC_NDR_NDR.fasta,PK_AGC_NDR_NDR.fasta
PK,AGC,NDR,NDR,STK38 (NDR1),PKA;STK38,Q15208,0,175,175,PK_AGC_NDR_NDR_STK38.png,PK_AGC_NDR_NDR_STK38.png,PK_AGC_NDR_NDR_STK38.png,PK_AGC_NDR_NDR_STK38.png,PK_AGC_NDR_NDR_STK38.aln,PK_AGC_NDR_NDR_STK38.fasta,PK_AGC_NDR_NDR_STK38.fasta,PK_AGC_NDR_NDR_STK38.txt,PK_AGC_NDR_NDR_STK38.txt,PK_AGC_NDR_NDR_STK38.fasta,PK_AGC_NDR_NDR_STK38.fasta
PK,AGC,NDR,NDR,STK38L (NDR2),PKA;STK38L,Q9Y2H1,1,638,638,PK_AGC_NDR_NDR_STK38L.png,PK_AGC_NDR_NDR_STK38L.png,PK_AGC_NDR_NDR_STK38L.png,PK_AGC_NDR_NDR_STK38L.png,PK_AGC_NDR_NDR_STK38L.aln,PK_AGC_NDR_NDR_STK38L.fasta,PK_AGC_NDR_NDR_STK38L.fasta,PK_AGC_NDR_NDR_STK38L.txt,PK_AGC_NDR_NDR_STK38L.txt,PK_AGC_NDR_NDR_STK38L.fasta,PK_AGC_NDR_NDR_STK38L.fasta
PK,AGC,PDK1,,,PKA;PDPK1;PDPK2P,,,456,456,PK_AGC_PDK1.png,PK_AGC_PDK1.png,PK_AGC_PDK1.png,PK_AGC_PDK1.png,PK_AGC_PDK1.aln,PK_AGC_PDK1.fasta,PK_AGC_PDK1.fasta,PK_AGC_PDK1.txt,PK_AGC_PDK1.txt,PK_AGC_PDK1.fasta,PK_AGC_PDK1.fasta
PK,AGC,PDK1,,PDPK1,PKA;PDPK1,O15530,0,416,416,PK_AGC_PDK1__PDPK1.png,PK_AGC_PDK1__PDPK1.png,PK_AGC_PDK1__PDPK1.png,PK_AGC_PDK1__PDPK1.png,PK_AGC_PDK1__PDPK1.aln,PK_AGC_PDK1__PDPK1.fasta,PK_AGC_PDK1__PDPK1.fasta,PK_AGC_PDK1__PDPK1.txt,PK_AGC_PDK1__PDPK1.txt,PK_AGC_PDK1__PDPK1.fasta,PK_AGC_PDK1__PDPK1.fasta
PK,AGC,PDK1,,PDPK2P,PKA;PDPK2P,Q6A1A2,0,40,40,PK_AGC_PDK1__PDPK2P.png,,,,PK_AGC_PDK1__PDPK2P.aln,PK_AGC_PDK1__PDPK2P.fasta,PK_AGC_PDK1__PDPK2P.fasta,,,PK_AGC_PDK1__PDPK2P.fasta,PK_AGC_PDK1__PDPK2P.fasta
PK,AGC,PKA,,,PKA;PRKACA;PRKACB;PRKACG;PRKX;PRKY,,,900,900,PK_AGC_PKA.png,PK_AGC_PKA.png,PK_AGC_PKA.png,PK_AGC_PKA.png,PK_AGC_PKA.aln,PK_AGC_PKA.fasta,PK_AGC_PKA.fasta,PK_AGC_PKA.txt,PK_AGC_PKA.txt,PK_AGC_PKA.fasta,PK_AGC_PKA.fasta
PK,AGC,PKA,,PRKACA (PKAα),PKA;PRKACA,P17612,0,41,41,PK_AGC_PKA__PRKACA.png,PK_AGC_PKA__PRKACA.png,PK_AGC_PKA__PRKACA.png,PK_AGC_PKA__PRKACA.png,PK_AGC_PKA__PRKACA.aln,PK_AGC_PKA__PRKACA.fasta,PK_AGC_PKA__PRKACA.fasta,PK_AGC_PKA__PRKACA.txt,PK_AGC_PKA__PRKACA.txt,PK_AGC_PKA__PRKACA.fasta,PK_AGC_PKA__PRKACA.fasta
PK,AGC,PKA,,PRKACB (PKAβ),PKA;PRKACB,P22694,1,547,547,PK_AGC_PKA__PRKACB.png,PK_AGC_PKA__PRKACB.png,PK_AGC_PKA__PRKACB.png,PK_AGC_PKA__PRKACB.png,PK_AGC_PKA__PRKACB.aln,PK_AGC_PKA__PRKACB.fasta,PK_AGC_PKA__PRKACB.fasta,PK_AGC_PKA__PRKACB.txt,PK_AGC_PKA__PRKACB.txt,PK_AGC_PKA__PRKACB.fasta,PK_AGC_PKA__PRKACB.fasta
PK,AGC,PKA,,PRKACG (PKAγ),PKA;PRKACG,P22612,1,4,4,PK_AGC_PKA__PRKACG.png,PK_AGC_PKA__PRKACG.png,PK_AGC_PKA__PRKACG.png,PK_AGC_PKA__PRKACG.png,PK_AGC_PKA__PRKACG.aln,PK_AGC_PKA__PRKACG.fasta,PK_AGC_PKA__PRKACG.fasta,PK_AGC_PKA__PRKACG.txt,PK_AGC_PKA__PRKACG.txt,PK_AGC_PKA__PRKACG.fasta,PK_AGC_PKA__PRKACG.fasta
PK,AGC,PKA,,PRKX,PKA;PRKX,P51817,0,307,307,PK_AGC_PKA__PRKX.png,PK_AGC_PKA__PRKX.png,PK_AGC_PKA__PRKX.png,PK_AGC_PKA__PRKX.png,PK_AGC_PKA__PRKX.aln,PK_AGC_PKA__PRKX.fasta,PK_AGC_PKA__PRKX.fasta,PK_AGC_PKA__PRKX.txt,PK_AGC_PKA__PRKX.txt,PK_AGC_PKA__PRKX.fasta,PK_AGC_PKA__PRKX.fasta
PK,AGC,PKA,,PRKY,PKA;PRKY,O43930,0,1,1,PK_AGC_PKA__PRKY.png,PK_AGC_PKA__PRKY.png,,,PK_AGC_PKA__PRKY.aln,PK_AGC_PKA__PRKY.fasta,PK_AGC_PKA__PRKY.fasta,,PK_AGC_PKA__PRKY.txt,PK_AGC_PKA__PRKY.fasta,PK_AGC_PKA__PRKY.fasta
PK,AGC,PKC,,,PKA;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCH;PRKCI;PRKCQ;PRKCZ,,,1135,1135,PK_AGC_PKC.png,PK_AGC_PKC.png,PK_AGC_PKC.png,PK_AGC_PKC.png,PK_AGC_PKC.aln,PK_AGC_PKC.fasta,PK_AGC_PKC.fasta,PK_AGC_PKC.txt,PK_AGC_PKC.txt,PK_AGC_PKC.fasta,PK_AGC_PKC.fasta
PK,AGC,PKC,PKCa,,PKA;PRKCA;PRKCB;PRKCG,,,266,266,PK_AGC_PKC_PKCa.png,PK_AGC_PKC_PKCa.png,PK_AGC_PKC_PKCa.png,PK_AGC_PKC_PKCa.png,PK_AGC_PKC_PKCa.aln,PK_AGC_PKC_PKCa.fasta,PK_AGC_PKC_PKCa.fasta,PK_AGC_PKC_PKCa.txt,PK_AGC_PKC_PKCa.txt,PK_AGC_PKC_PKCa.fasta,PK_AGC_PKC_PKCa.fasta
PK,AGC,PKC,PKCa,PRKCA (PKCα),PKA;PRKCA,P17252,0,156,156,PK_AGC_PKC_PKCa_PRKCA.png,PK_AGC_PKC_PKCa_PRKCA.png,PK_AGC_PKC_PKCa_PRKCA.png,PK_AGC_PKC_PKCa_PRKCA.png,PK_AGC_PKC_PKCa_PRKCA.aln,PK_AGC_PKC_PKCa_PRKCA.fasta,PK_AGC_PKC_PKCa_PRKCA.fasta,PK_AGC_PKC_PKCa_PRKCA.txt,PK_AGC_PKC_PKCa_PRKCA.txt,PK_AGC_PKC_PKCa_PRKCA.fasta,PK_AGC_PKC_PKCa_PRKCA.fasta
PK,AGC,PKC,PKCa,PRKCB (PKCβ),PKA;PRKCB,P05771,0,58,58,PK_AGC_PKC_PKCa_PRKCB.png,PK_AGC_PKC_PKCa_PRKCB.png,PK_AGC_PKC_PKCa_PRKCB.png,PK_AGC_PKC_PKCa_PRKCB.png,PK_AGC_PKC_PKCa_PRKCB.aln,PK_AGC_PKC_PKCa_PRKCB.fasta,PK_AGC_PKC_PKCa_PRKCB.fasta,PK_AGC_PKC_PKCa_PRKCB.txt,PK_AGC_PKC_PKCa_PRKCB.txt,PK_AGC_PKC_PKCa_PRKCB.fasta,PK_AGC_PKC_PKCa_PRKCB.fasta
PK,AGC,PKC,PKCa,PRKCG (PKCγ),PKA;PRKCG,P05129,0,52,52,PK_AGC_PKC_PKCa_PRKCG.png,PK_AGC_PKC_PKCa_PRKCG.png,PK_AGC_PKC_PKCa_PRKCG.png,PK_AGC_PKC_PKCa_PRKCG.png,PK_AGC_PKC_PKCa_PRKCG.aln,PK_AGC_PKC_PKCa_PRKCG.fasta,PK_AGC_PKC_PKCa_PRKCG.fasta,PK_AGC_PKC_PKCa_PRKCG.txt,PK_AGC_PKC_PKCa_PRKCG.txt,PK_AGC_PKC_PKCa_PRKCG.fasta,PK_AGC_PKC_PKCa_PRKCG.fasta
PK,AGC,PKC,PKCd,,PKA;PRKCD;PRKCQ,,,267,267,PK_AGC_PKC_PKCd.png,PK_AGC_PKC_PKCd.png,PK_AGC_PKC_PKCd.png,PK_AGC_PKC_PKCd.png,PK_AGC_PKC_PKCd.aln,PK_AGC_PKC_PKCd.fasta,PK_AGC_PKC_PKCd.fasta,PK_AGC_PKC_PKCd.txt,PK_AGC_PKC_PKCd.txt,PK_AGC_PKC_PKCd.fasta,PK_AGC_PKC_PKCd.fasta
PK,AGC,PKC,PKCd,PRKCD (PKCδ),PKA;PRKCD,Q05655,0,136,136,PK_AGC_PKC_PKCd_PRKCD.png,PK_AGC_PKC_PKCd_PRKCD.png,PK_AGC_PKC_PKCd_PRKCD.png,PK_AGC_PKC_PKCd_PRKCD.png,PK_AGC_PKC_PKCd_PRKCD.aln,PK_AGC_PKC_PKCd_PRKCD.fasta,PK_AGC_PKC_PKCd_PRKCD.fasta,PK_AGC_PKC_PKCd_PRKCD.txt,PK_AGC_PKC_PKCd_PRKCD.txt,PK_AGC_PKC_PKCd_PRKCD.fasta,PK_AGC_PKC_PKCd_PRKCD.fasta
PK,AGC,PKC,PKCd,PRKCQ (PKCθ),PKA;PRKCQ,Q04759,1,131,131,PK_AGC_PKC_PKCd_PRKCQ.png,PK_AGC_PKC_PKCd_PRKCQ.png,PK_AGC_PKC_PKCd_PRKCQ.png,PK_AGC_PKC_PKCd_PRKCQ.png,PK_AGC_PKC_PKCd_PRKCQ.aln,PK_AGC_PKC_PKCd_PRKCQ.fasta,PK_AGC_PKC_PKCd_PRKCQ.fasta,PK_AGC_PKC_PKCd_PRKCQ.txt,PK_AGC_PKC_PKCd_PRKCQ.txt,PK_AGC_PKC_PKCd_PRKCQ.fasta,PK_AGC_PKC_PKCd_PRKCQ.fasta
PK,AGC,PKC,PKCh,,PKA;PRKCE;PRKCH,,,187,187,PK_AGC_PKC_PKCh.png,PK_AGC_PKC_PKCh.png,PK_AGC_PKC_PKCh.png,PK_AGC_PKC_PKCh.png,PK_AGC_PKC_PKCh.aln,PK_AGC_PKC_PKCh.fasta,PK_AGC_PKC_PKCh.fasta,PK_AGC_PKC_PKCh.txt,PK_AGC_PKC_PKCh.txt,PK_AGC_PKC_PKCh.fasta,PK_AGC_PKC_PKCh.fasta
PK,AGC,PKC,PKCh,PRKCE (PKCε),PKA;PRKCE,Q02156,0,103,103,PK_AGC_PKC_PKCh_PRKCE.png,PK_AGC_PKC_PKCh_PRKCE.png,PK_AGC_PKC_PKCh_PRKCE.png,PK_AGC_PKC_PKCh_PRKCE.png,PK_AGC_PKC_PKCh_PRKCE.aln,PK_AGC_PKC_PKCh_PRKCE.fasta,PK_AGC_PKC_PKCh_PRKCE.fasta,PK_AGC_PKC_PKCh_PRKCE.txt,PK_AGC_PKC_PKCh_PRKCE.txt,PK_AGC_PKC_PKCh_PRKCE.fasta,PK_AGC_PKC_PKCh_PRKCE.fasta
PK,AGC,PKC,PKCh,PRKCH (PKCη),PKA;PRKCH,P24723,0,84,84,PK_AGC_PKC_PKCh_PRKCH.png,PK_AGC_PKC_PKCh_PRKCH.png,PK_AGC_PKC_PKCh_PRKCH.png,PK_AGC_PKC_PKCh_PRKCH.png,PK_AGC_PKC_PKCh_PRKCH.aln,PK_AGC_PKC_PKCh_PRKCH.fasta,PK_AGC_PKC_PKCh_PRKCH.fasta,PK_AGC_PKC_PKCh_PRKCH.txt,PK_AGC_PKC_PKCh_PRKCH.txt,PK_AGC_PKC_PKCh_PRKCH.fasta,PK_AGC_PKC_PKCh_PRKCH.fasta
PK,AGC,PKC,PKCi,,PKA;PRKCI;PRKCZ,,,415,415,PK_AGC_PKC_PKCi.png,PK_AGC_PKC_PKCi.png,PK_AGC_PKC_PKCi.png,PK_AGC_PKC_PKCi.png,PK_AGC_PKC_PKCi.aln,PK_AGC_PKC_PKCi.fasta,PK_AGC_PKC_PKCi.fasta,PK_AGC_PKC_PKCi.txt,PK_AGC_PKC_PKCi.txt,PK_AGC_PKC_PKCi.fasta,PK_AGC_PKC_PKCi.fasta
PK,AGC,PKC,PKCi,PRKCI (PKCι),PKA;PRKCI,P41743,0,294,294,PK_AGC_PKC_PKCi_PRKCI.png,PK_AGC_PKC_PKCi_PRKCI.png,PK_AGC_PKC_PKCi_PRKCI.png,PK_AGC_PKC_PKCi_PRKCI.png,PK_AGC_PKC_PKCi_PRKCI.aln,PK_AGC_PKC_PKCi_PRKCI.fasta,PK_AGC_PKC_PKCi_PRKCI.fasta,PK_AGC_PKC_PKCi_PRKCI.txt,PK_AGC_PKC_PKCi_PRKCI.txt,PK_AGC_PKC_PKCi_PRKCI.fasta,PK_AGC_PKC_PKCi_PRKCI.fasta
PK,AGC,PKC,PKCi,PRKCZ (PKCζ),PKA;PRKCZ,Q05513,0,121,121,PK_AGC_PKC_PKCi_PRKCZ.png,PK_AGC_PKC_PKCi_PRKCZ.png,PK_AGC_PKC_PKCi_PRKCZ.png,PK_AGC_PKC_PKCi_PRKCZ.png,PK_AGC_PKC_PKCi_PRKCZ.aln,PK_AGC_PKC_PKCi_PRKCZ.fasta,PK_AGC_PKC_PKCi_PRKCZ.fasta,PK_AGC_PKC_PKCi_PRKCZ.txt,PK_AGC_PKC_PKCi_PRKCZ.txt,PK_AGC_PKC_PKCi_PRKCZ.fasta,PK_AGC_PKC_PKCi_PRKCZ.fasta
PK,AGC,PKG,,,PKA;PRKG1;PRKG2,,,359,359,PK_AGC_PKG.png,PK_AGC_PKG.png,PK_AGC_PKG.png,PK_AGC_PKG.png,PK_AGC_PKG.aln,PK_AGC_PKG.fasta,PK_AGC_PKG.fasta,PK_AGC_PKG.txt,PK_AGC_PKG.txt,PK_AGC_PKG.fasta,PK_AGC_PKG.fasta
PK,AGC,PKG,,PRKG1 (PKG1),PKA;PRKG1,Q13976,0,277,277,PK_AGC_PKG__PRKG1.png,PK_AGC_PKG__PRKG1.png,PK_AGC_PKG__PRKG1.png,PK_AGC_PKG__PRKG1.png,PK_AGC_PKG__PRKG1.aln,PK_AGC_PKG__PRKG1.fasta,PK_AGC_PKG__PRKG1.fasta,PK_AGC_PKG__PRKG1.txt,PK_AGC_PKG__PRKG1.txt,PK_AGC_PKG__PRKG1.fasta,PK_AGC_PKG__PRKG1.fasta
PK,AGC,PKG,,PRKG2 (PKG2),PKA;PRKG2,Q13237,0,82,82,PK_AGC_PKG__PRKG2.png,PK_AGC_PKG__PRKG2.png,PK_AGC_PKG__PRKG2.png,PK_AGC_PKG__PRKG2.png,PK_AGC_PKG__PRKG2.aln,PK_AGC_PKG__PRKG2.fasta,PK_AGC_PKG__PRKG2.fasta,PK_AGC_PKG__PRKG2.txt,PK_AGC_PKG__PRKG2.txt,PK_AGC_PKG__PRKG2.fasta,PK_AGC_PKG__PRKG2.fasta
PK,AGC,PKN,,,PKA;PKN1;PKN2;PKN3,,,268,268,PK_AGC_PKN.png,PK_AGC_PKN.png,PK_AGC_PKN.png,PK_AGC_PKN.png,PK_AGC_PKN.aln,PK_AGC_PKN.fasta,PK_AGC_PKN.fasta,PK_AGC_PKN.txt,PK_AGC_PKN.txt,PK_AGC_PKN.fasta,PK_AGC_PKN.fasta
PK,AGC,PKN,,PKN1 (PRK1),PKA;PKN1,Q16512,0,34,34,PK_AGC_PKN__PKN1.png,PK_AGC_PKN__PKN1.png,PK_AGC_PKN__PKN1.png,PK_AGC_PKN__PKN1.png,PK_AGC_PKN__PKN1.aln,PK_AGC_PKN__PKN1.fasta,PK_AGC_PKN__PKN1.fasta,PK_AGC_PKN__PKN1.txt,PK_AGC_PKN__PKN1.txt,PK_AGC_PKN__PKN1.fasta,PK_AGC_PKN__PKN1.fasta
PK,AGC,PKN,,PKN2 (PRK2),PKA;PKN2,Q16513,0,180,180,PK_AGC_PKN__PKN2.png,PK_AGC_PKN__PKN2.png,PK_AGC_PKN__PKN2.png,PK_AGC_PKN__PKN2.png,PK_AGC_PKN__PKN2.aln,PK_AGC_PKN__PKN2.fasta,PK_AGC_PKN__PKN2.fasta,PK_AGC_PKN__PKN2.txt,PK_AGC_PKN__PKN2.txt,PK_AGC_PKN__PKN2.fasta,PK_AGC_PKN__PKN2.fasta
PK,AGC,PKN,,PKN3,PKA;PKN3,Q6P5Z2,1,54,54,PK_AGC_PKN__PKN3.png,PK_AGC_PKN__PKN3.png,PK_AGC_PKN__PKN3.png,PK_AGC_PKN__PKN3.png,PK_AGC_PKN__PKN3.aln,PK_AGC_PKN__PKN3.fasta,PK_AGC_PKN__PKN3.fasta,PK_AGC_PKN__PKN3.txt,PK_AGC_PKN__PKN3.txt,PK_AGC_PKN__PKN3.fasta,PK_AGC_PKN__PKN3.fasta
PK,AGC,RSK,,,PKA;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA4;RPS6KA5;RPS6KA6;RPS6KB1;RPS6KB2,,,814,814,PK_AGC_RSK.png,PK_AGC_RSK.png,PK_AGC_RSK.png,PK_AGC_RSK.png,PK_AGC_RSK.aln,PK_AGC_RSK.fasta,PK_AGC_RSK.fasta,PK_AGC_RSK.txt,PK_AGC_RSK.txt,PK_AGC_RSK.fasta,PK_AGC_RSK.fasta
PK,AGC,RSK,MSK,,PKA;RPS6KA4;RPS6KA5,,,252,252,PK_AGC_RSK_MSK.png,PK_AGC_RSK_MSK.png,PK_AGC_RSK_MSK.png,PK_AGC_RSK_MSK.png,PK_AGC_RSK_MSK.aln,PK_AGC_RSK_MSK.fasta,PK_AGC_RSK_MSK.fasta,PK_AGC_RSK_MSK.txt,PK_AGC_RSK_MSK.txt,PK_AGC_RSK_MSK.fasta,PK_AGC_RSK_MSK.fasta
PK,AGC,RSK,MSK,RPS6KA4 (MSK2),PKA;RPS6KA4,O75676,0,62,62,PK_AGC_RSK_MSK_RPS6KA4.png,PK_AGC_RSK_MSK_RPS6KA4.png,PK_AGC_RSK_MSK_RPS6KA4.png,PK_AGC_RSK_MSK_RPS6KA4.png,PK_AGC_RSK_MSK_RPS6KA4.aln,PK_AGC_RSK_MSK_RPS6KA4.fasta,PK_AGC_RSK_MSK_RPS6KA4.fasta,PK_AGC_RSK_MSK_RPS6KA4.txt,PK_AGC_RSK_MSK_RPS6KA4.txt,PK_AGC_RSK_MSK_RPS6KA4.fasta,PK_AGC_RSK_MSK_RPS6KA4.fasta
PK,AGC,RSK,MSK,RPS6KA5 (MSK1),PKA;RPS6KA5,O75582,0,190,190,PK_AGC_RSK_MSK_RPS6KA5.png,,PK_AGC_RSK_MSK_RPS6KA5.png,PK_AGC_RSK_MSK_RPS6KA5.png,PK_AGC_RSK_MSK_RPS6KA5.aln,PK_AGC_RSK_MSK_RPS6KA5.fasta,PK_AGC_RSK_MSK_RPS6KA5.fasta,PK_AGC_RSK_MSK_RPS6KA5.txt,,PK_AGC_RSK_MSK_RPS6KA5.fasta,PK_AGC_RSK_MSK_RPS6KA5.fasta
PK,AGC,RSK,RSKp70,,PKA;RPS6KB1;RPS6KB2,,,132,132,PK_AGC_RSK_RSKp70.png,PK_AGC_RSK_RSKp70.png,PK_AGC_RSK_RSKp70.png,PK_AGC_RSK_RSKp70.png,PK_AGC_RSK_RSKp70.aln,PK_AGC_RSK_RSKp70.fasta,PK_AGC_RSK_RSKp70.fasta,PK_AGC_RSK_RSKp70.txt,PK_AGC_RSK_RSKp70.txt,PK_AGC_RSK_RSKp70.fasta,PK_AGC_RSK_RSKp70.fasta
PK,AGC,RSK,RSKp70,RPS6KB1 (p70S6K),PKA;RPS6KB1,P23443,0,39,39,PK_AGC_RSK_RSKp70_RPS6KB1.png,PK_AGC_RSK_RSKp70_RPS6KB1.png,PK_AGC_RSK_RSKp70_RPS6KB1.png,PK_AGC_RSK_RSKp70_RPS6KB1.png,PK_AGC_RSK_RSKp70_RPS6KB1.aln,PK_AGC_RSK_RSKp70_RPS6KB1.fasta,PK_AGC_RSK_RSKp70_RPS6KB1.fasta,PK_AGC_RSK_RSKp70_RPS6KB1.txt,PK_AGC_RSK_RSKp70_RPS6KB1.txt,PK_AGC_RSK_RSKp70_RPS6KB1.fasta,PK_AGC_RSK_RSKp70_RPS6KB1.fasta
PK,AGC,RSK,RSKp70,RPS6KB2 (p70S6Kβ),PKA;RPS6KB2,Q9UBS0,0,93,93,PK_AGC_RSK_RSKp70_RPS6KB2.png,PK_AGC_RSK_RSKp70_RPS6KB2.png,PK_AGC_RSK_RSKp70_RPS6KB2.png,PK_AGC_RSK_RSKp70_RPS6KB2.png,PK_AGC_RSK_RSKp70_RPS6KB2.aln,PK_AGC_RSK_RSKp70_RPS6KB2.fasta,PK_AGC_RSK_RSKp70_RPS6KB2.fasta,PK_AGC_RSK_RSKp70_RPS6KB2.txt,PK_AGC_RSK_RSKp70_RPS6KB2.txt,PK_AGC_RSK_RSKp70_RPS6KB2.fasta,PK_AGC_RSK_RSKp70_RPS6KB2.fasta
PK,AGC,RSK,RSKp90,,PKA;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA6,,,430,430,PK_AGC_RSK_RSKp90.png,PK_AGC_RSK_RSKp90.png,PK_AGC_RSK_RSKp90.png,PK_AGC_RSK_RSKp90.png,PK_AGC_RSK_RSKp90.aln,PK_AGC_RSK_RSKp90.fasta,PK_AGC_RSK_RSKp90.fasta,PK_AGC_RSK_RSKp90.txt,PK_AGC_RSK_RSKp90.txt,PK_AGC_RSK_RSKp90.fasta,PK_AGC_RSK_RSKp90.fasta
PK,AGC,RSK,RSKp90,RPS6KA1 (RSK1),PKA;RPS6KA1,Q15418,0,125,125,PK_AGC_RSK_RSKp90_RPS6KA1.png,,PK_AGC_RSK_RSKp90_RPS6KA1.png,PK_AGC_RSK_RSKp90_RPS6KA1.png,PK_AGC_RSK_RSKp90_RPS6KA1.aln,PK_AGC_RSK_RSKp90_RPS6KA1.fasta,PK_AGC_RSK_RSKp90_RPS6KA1.fasta,PK_AGC_RSK_RSKp90_RPS6KA1.txt,,PK_AGC_RSK_RSKp90_RPS6KA1.fasta,PK_AGC_RSK_RSKp90_RPS6KA1.fasta
PK,AGC,RSK,RSKp90,RPS6KA2 (RSK3),PKA;RPS6KA2,Q15349,0,72,72,PK_AGC_RSK_RSKp90_RPS6KA2.png,,PK_AGC_RSK_RSKp90_RPS6KA2.png,PK_AGC_RSK_RSKp90_RPS6KA2.png,PK_AGC_RSK_RSKp90_RPS6KA2.aln,PK_AGC_RSK_RSKp90_RPS6KA2.fasta,PK_AGC_RSK_RSKp90_RPS6KA2.fasta,PK_AGC_RSK_RSKp90_RPS6KA2.txt,,PK_AGC_RSK_RSKp90_RPS6KA2.fasta,PK_AGC_RSK_RSKp90_RPS6KA2.fasta
PK,AGC,RSK,RSKp90,RPS6KA3 (RSK2),PKA;RPS6KA3,P51812,0,189,189,PK_AGC_RSK_RSKp90_RPS6KA3.png,,PK_AGC_RSK_RSKp90_RPS6KA3.png,PK_AGC_RSK_RSKp90_RPS6KA3.png,PK_AGC_RSK_RSKp90_RPS6KA3.aln,PK_AGC_RSK_RSKp90_RPS6KA3.fasta,PK_AGC_RSK_RSKp90_RPS6KA3.fasta,PK_AGC_RSK_RSKp90_RPS6KA3.txt,,PK_AGC_RSK_RSKp90_RPS6KA3.fasta,PK_AGC_RSK_RSKp90_RPS6KA3.fasta
PK,AGC,RSK,RSKp90,RPS6KA6 (RSK4),PKA;RPS6KA6,Q9UK32,0,44,44,PK_AGC_RSK_RSKp90_RPS6KA6.png,PK_AGC_RSK_RSKp90_RPS6KA6.png,PK_AGC_RSK_RSKp90_RPS6KA6.png,PK_AGC_RSK_RSKp90_RPS6KA6.png,PK_AGC_RSK_RSKp90_RPS6KA6.aln,PK_AGC_RSK_RSKp90_RPS6KA6.fasta,PK_AGC_RSK_RSKp90_RPS6KA6.fasta,PK_AGC_RSK_RSKp90_RPS6KA6.txt,PK_AGC_RSK_RSKp90_RPS6KA6.txt,PK_AGC_RSK_RSKp90_RPS6KA6.fasta,PK_AGC_RSK_RSKp90_RPS6KA6.fasta
PK,AGC,RSKL,,,PKA;RPS6KC1;RPS6KL1,,,310,310,PK_AGC_RSKL.png,PK_AGC_RSKL.png,PK_AGC_RSKL.png,PK_AGC_RSKL.png,PK_AGC_RSKL.aln,PK_AGC_RSKL.fasta,PK_AGC_RSKL.fasta,PK_AGC_RSKL.txt,PK_AGC_RSKL.txt,PK_AGC_RSKL.fasta,PK_AGC_RSKL.fasta
PK,AGC,RSKL,,RPS6KC1 (RSKL1),PKA;RPS6KC1,Q96S38,1,189,189,PK_AGC_RSKL__RPS6KC1.png,PK_AGC_RSKL__RPS6KC1.png,PK_AGC_RSKL__RPS6KC1.png,PK_AGC_RSKL__RPS6KC1.png,PK_AGC_RSKL__RPS6KC1.aln,PK_AGC_RSKL__RPS6KC1.fasta,PK_AGC_RSKL__RPS6KC1.fasta,PK_AGC_RSKL__RPS6KC1.txt,PK_AGC_RSKL__RPS6KC1.txt,PK_AGC_RSKL__RPS6KC1.fasta,PK_AGC_RSKL__RPS6KC1.fasta
PK,AGC,RSKL,,RPS6KL1 (RSKL2),PKA;RPS6KL1,Q9Y6S9,1,121,121,PK_AGC_RSKL__RPS6KL1.png,PK_AGC_RSKL__RPS6KL1.png,PK_AGC_RSKL__RPS6KL1.png,PK_AGC_RSKL__RPS6KL1.png,PK_AGC_RSKL__RPS6KL1.aln,PK_AGC_RSKL__RPS6KL1.fasta,PK_AGC_RSKL__RPS6KL1.fasta,PK_AGC_RSKL__RPS6KL1.txt,PK_AGC_RSKL__RPS6KL1.txt,PK_AGC_RSKL__RPS6KL1.fasta,PK_AGC_RSKL__RPS6KL1.fasta
PK,AGC,RSKR,,,PKA;RSKR,,,171,171,PK_AGC_RSKR.png,PK_AGC_RSKR.png,PK_AGC_RSKR.png,PK_AGC_RSKR.png,PK_AGC_RSKR.aln,PK_AGC_RSKR.fasta,PK_AGC_RSKR.fasta,PK_AGC_RSKR.txt,PK_AGC_RSKR.txt,PK_AGC_RSKR.fasta,PK_AGC_RSKR.fasta
PK,AGC,RSKR,,RSKR (SgK494),PKA;RSKR,Q96LW2,1,171,171,PK_AGC_RSKR__RSKR.png,PK_AGC_RSKR__RSKR.png,PK_AGC_RSKR__RSKR.png,PK_AGC_RSKR__RSKR.png,PK_AGC_RSKR__RSKR.aln,PK_AGC_RSKR__RSKR.fasta,PK_AGC_RSKR__RSKR.fasta,PK_AGC_RSKR__RSKR.txt,PK_AGC_RSKR__RSKR.txt,PK_AGC_RSKR__RSKR.fasta,PK_AGC_RSKR__RSKR.fasta
